Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
897,5,2014-04-11,2362,287,1,0,0,0
903,5,2014-04-11,10441,746,1,0,0,0
904,5,2014-04-11,5062,459,1,0,0,0
936,5,2014-04-11,5897,840,1,0,0,0
951,5,2014-04-11,7189,684,1,0,0,0
963,5,2014-04-11,8364,833,1,0,0,0
973,5,2014-04-11,5813,736,1,0,0,0
983,5,2014-04-11,7056,998,1,0,0,0
984,5,2014-04-11,4455,609,1,0,0,0
988,5,2014-04-11,4144,668,1,0,0,0
993,5,2014-04-11,7061,733,1,0,0,0
1020,5,2014-04-11,7191,1002,1,0,0,0
1029,5,2014-04-11,4984,778,1,0,0,0
1041,5,2014-04-11,5251,616,1,0,0,0
1046,5,2014-04-11,8106,643,1,0,0,0
1067,5,2014-04-11,5516,498,1,0,0,0
1070,5,2014-04-11,5380,732,1,0,0,1
1088,5,2014-04-11,4374,449,1,0,0,0
1097,5,2014-04-11,9131,2555,1,0,0,0
1109,5,2014-04-11,4621,487,1,0,0,0
11,4,2014-04-10,6802,1089,1,0,0,0
32,4,2014-04-10,3387,447,1,0,0,0
45,4,2014-04-10,4242,358,1,0,0,0
52,4,2014-04-10,6300,491,1,0,0,0
57,4,2014-04-10,10035,1001,1,0,0,0
71,4,2014-04-10,7365,715,1,0,0,0
87,4,2014-04-10,5244,716,1,0,0,0
89,4,2014-04-10,4913,587,1,0,0,0
97,4,2014-04-10,5605,662,1,0,0,0
102,4,2014-04-10,5556,920,1,0,0,0
110,4,2014-04-10,3943,590,1,0,0,0
114,4,2014-04-10,4164,523,1,0,0,0
129,4,2014-04-10,7671,1015,1,0,0,0
193,4,2014-04-10,4199,678,1,0,0,0
209,4,2014-04-10,5624,646,1,0,0,0
211,4,2014-04-10,11223,1401,1,0,0,0
219,4,2014-04-10,2929,403,1,0,0,0
221,4,2014-04-10,4364,461,1,0,0,0
232,4,2014-04-10,2806,276,1,0,0,0
266,4,2014-04-10,3395,480,1,0,0,0
275,4,2014-04-10,6695,694,1,0,0,0
276,4,2014-04-10,3672,491,1,0,0,0
290,4,2014-04-10,5998,652,1,0,0,0
293,4,2014-04-10,4985,751,1,0,0,0
297,4,2014-04-10,5573,653,1,0,0,0
307,4,2014-04-10,2163,315,1,0,0,0
319,4,2014-04-10,6602,795,1,0,0,0
320,4,2014-04-10,13266,1993,1,0,0,0
324,4,2014-04-10,4757,694,1,0,0,0
333,4,2014-04-10,8424,1247,1,0,0,0
347,4,2014-04-10,4137,331,1,0,0,0
355,4,2014-04-10,8669,1158,1,0,0,0
356,4,2014-04-10,4401,366,1,0,0,0
362,4,2014-04-10,7387,1005,1,0,0,0
366,4,2014-04-10,5538,608,1,0,0,0
368,4,2014-04-10,6395,526,1,0,0,0
372,4,2014-04-10,6925,655,1,0,0,0
381,4,2014-04-10,8842,1046,1,0,0,0
382,4,2014-04-10,7086,623,1,0,0,0
399,4,2014-04-10,4572,463,1,0,0,0
429,4,2014-04-10,3342,342,1,0,0,0
436,4,2014-04-10,4331,554,1,0,0,0
452,4,2014-04-10,4259,432,1,0,0,0
468,4,2014-04-10,5157,643,1,0,0,0
478,4,2014-04-10,5777,659,1,0,0,0
495,4,2014-04-10,4097,354,1,0,0,0
526,4,2014-04-10,10351,1672,1,0,0,0
529,4,2014-04-10,6788,695,1,0,0,0
530,4,2014-04-10,3227,545,1,0,0,0
540,4,2014-04-10,4689,361,1,0,0,0
546,4,2014-04-10,13079,1630,1,0,0,0
582,4,2014-04-10,6485,859,1,0,0,0
594,4,2014-04-10,3872,438,1,0,0,0
595,4,2014-04-10,12598,1534,1,0,0,0
597,4,2014-04-10,4323,687,1,0,0,0
602,4,2014-04-10,5064,559,1,0,0,0
622,4,2014-04-10,3716,432,1,0,0,0
662,4,2014-04-10,4952,560,1,0,0,1
678,4,2014-04-10,5539,739,1,0,0,0
701,4,2014-04-10,4335,558,1,0,0,0
728,4,2014-04-10,4740,437,1,0,0,0
742,4,2014-04-10,6967,809,1,0,0,0
756,4,2014-04-10,13411,2023,1,0,0,0
766,4,2014-04-10,4771,450,1,0,0,0
782,4,2014-04-10,4965,481,1,0,0,0
783,4,2014-04-10,6246,663,1,0,0,0
793,4,2014-04-10,2999,343,1,0,0,0
799,4,2014-04-10,9140,897,1,0,0,0
811,4,2014-04-10,3747,661,1,0,0,0
812,4,2014-04-10,5914,771,1,0,0,0
815,4,2014-04-10,7821,823,1,0,0,0
823,4,2014-04-10,4947,575,1,0,0,0
825,4,2014-04-10,3468,435,1,0,0,0
831,4,2014-04-10,10979,1525,1,0,0,0
843,4,2014-04-10,7967,962,1,0,0,0
845,4,2014-04-10,3367,297,1,0,0,0
849,4,2014-04-10,6660,778,1,0,0,1
875,4,2014-04-10,3785,383,1,0,0,0
881,4,2014-04-10,3079,505,1,0,0,0
895,4,2014-04-10,8552,863,1,0,0,0
897,4,2014-04-10,2344,278,1,0,0,0
903,4,2014-04-10,10539,793,1,0,0,0
904,4,2014-04-10,4618,429,1,0,0,0
936,4,2014-04-10,6046,796,1,0,0,0
951,4,2014-04-10,6252,644,1,0,0,0
963,4,2014-04-10,9703,984,1,0,0,0
973,4,2014-04-10,5181,705,1,0,0,0
983,4,2014-04-10,7489,1111,1,0,0,0
984,4,2014-04-10,4419,615,1,0,0,0
988,4,2014-04-10,3876,657,1,0,0,0
993,4,2014-04-10,6298,643,1,0,0,0
1020,4,2014-04-10,7148,944,1,0,0,0
1029,4,2014-04-10,5428,856,1,0,0,0
1041,4,2014-04-10,4887,559,1,0,0,0
1046,4,2014-04-10,6538,586,1,0,0,0
1067,4,2014-04-10,4505,430,1,0,0,0
1070,4,2014-04-10,4734,721,1,0,0,1
1088,4,2014-04-10,4338,469,1,0,0,0
1097,4,2014-04-10,9506,2519,1,0,0,0
1109,4,2014-04-10,3941,395,1,0,0,0
11,3,2014-04-09,7561,1174,1,0,0,0
32,3,2014-04-09,3586,483,1,0,0,0
45,3,2014-04-09,3674,318,1,0,0,0
52,3,2014-04-09,6167,438,1,0,0,0
57,3,2014-04-09,8938,864,1,0,0,0
71,3,2014-04-09,7511,650,1,0,0,0
87,3,2014-04-09,6199,780,1,0,0,0
89,3,2014-04-09,5690,601,1,0,0,0
97,3,2014-04-09,5596,592,1,0,0,0
102,3,2014-04-09,5657,913,1,0,0,0
110,3,2014-04-09,3769,548,1,0,0,0
114,3,2014-04-09,4169,548,1,0,0,0
129,3,2014-04-09,7301,1027,1,0,0,0
193,3,2014-04-09,4858,770,1,0,0,0
209,3,2014-04-09,5250,557,1,0,0,0
211,3,2014-04-09,10798,1384,1,0,0,0
219,3,2014-04-09,2891,393,1,0,0,0
221,3,2014-04-09,4839,460,1,0,0,0
232,3,2014-04-09,2590,253,1,0,0,0
266,3,2014-04-09,3233,470,1,0,0,0
275,3,2014-04-09,7097,747,1,0,0,0
276,3,2014-04-09,3768,517,1,0,0,0
290,3,2014-04-09,5614,603,1,0,0,0
293,3,2014-04-09,4626,716,1,0,0,0
297,3,2014-04-09,6134,676,1,0,0,0
307,3,2014-04-09,2169,239,1,0,0,0
319,3,2014-04-09,7219,818,1,0,0,0
320,3,2014-04-09,12736,1965,1,0,0,0
324,3,2014-04-09,4639,654,1,0,0,0
333,3,2014-04-09,7551,1073,1,0,0,0
347,3,2014-04-09,3549,326,1,0,0,0
355,3,2014-04-09,7590,1055,1,0,0,0
356,3,2014-04-09,4523,373,1,0,0,0
362,3,2014-04-09,8336,1080,1,0,0,0
366,3,2014-04-09,5301,542,1,0,0,0
368,3,2014-04-09,6968,607,1,0,0,0
372,3,2014-04-09,6742,661,1,0,0,0
381,3,2014-04-09,8233,968,1,0,0,0
382,3,2014-04-09,6067,534,1,0,0,0
399,3,2014-04-09,4784,526,1,0,0,0
429,3,2014-04-09,4075,351,1,0,0,0
436,3,2014-04-09,4082,530,1,0,0,0
452,3,2014-04-09,3318,357,1,0,0,0
468,3,2014-04-09,5359,625,1,0,0,0
478,3,2014-04-09,5897,676,1,0,0,0
495,3,2014-04-09,3401,314,1,0,0,0
526,3,2014-04-09,9778,1597,1,0,0,0
529,3,2014-04-09,6161,625,1,0,0,0
530,3,2014-04-09,3645,611,1,0,0,0
540,3,2014-04-09,5297,378,1,0,0,0
546,3,2014-04-09,12408,1549,1,0,0,0
582,3,2014-04-09,6077,781,1,0,0,0
594,3,2014-04-09,3752,436,1,0,0,0
595,3,2014-04-09,12500,1540,1,0,0,0
597,3,2014-04-09,4867,743,1,0,0,0
602,3,2014-04-09,5183,560,1,0,0,0
622,3,2014-04-09,3793,398,1,0,0,0
662,3,2014-04-09,5714,568,1,0,0,1
678,3,2014-04-09,5665,736,1,0,0,0
701,3,2014-04-09,4335,517,1,0,0,0
728,3,2014-04-09,3813,343,1,0,0,0
742,3,2014-04-09,6218,743,1,0,0,0
756,3,2014-04-09,13304,2084,1,0,0,0
766,3,2014-04-09,4907,424,1,0,0,0
782,3,2014-04-09,4753,478,1,0,0,0
783,3,2014-04-09,5747,603,1,0,0,0
793,3,2014-04-09,3132,327,1,0,0,0
799,3,2014-04-09,9047,844,1,0,0,0
811,3,2014-04-09,3363,584,1,0,0,0
812,3,2014-04-09,5472,729,1,0,0,0
815,3,2014-04-09,7906,845,1,0,0,0
823,3,2014-04-09,4932,544,1,0,0,0
825,3,2014-04-09,3625,469,1,0,0,0
831,3,2014-04-09,11575,1536,1,0,0,0
843,3,2014-04-09,7831,1011,1,0,0,0
845,3,2014-04-09,4005,291,1,0,0,0
849,3,2014-04-09,6764,778,1,0,0,1
875,3,2014-04-09,3419,370,1,0,0,0
881,3,2014-04-09,3765,629,1,0,0,0
895,3,2014-04-09,8258,796,1,0,0,0
897,3,2014-04-09,2324,277,1,0,0,0
903,3,2014-04-09,10027,743,1,0,0,0
904,3,2014-04-09,4887,458,1,0,0,0
936,3,2014-04-09,6307,866,1,0,0,0
951,3,2014-04-09,6709,684,1,0,0,0
963,3,2014-04-09,9169,932,1,0,0,0
973,3,2014-04-09,5120,721,1,0,0,0
983,3,2014-04-09,6359,946,1,0,0,0
984,3,2014-04-09,4294,616,1,0,0,0
988,3,2014-04-09,4088,680,1,0,0,0
993,3,2014-04-09,6174,636,1,0,0,0
1020,3,2014-04-09,7864,1041,1,0,0,0
1029,3,2014-04-09,5391,814,1,0,0,0
1041,3,2014-04-09,5645,634,1,0,0,0
1046,3,2014-04-09,7155,596,1,0,0,0
1067,3,2014-04-09,4691,412,1,0,0,0
1070,3,2014-04-09,5401,766,1,0,0,1
1088,3,2014-04-09,4350,436,1,0,0,0
1097,3,2014-04-09,8956,2460,1,0,0,0
1109,3,2014-04-09,4190,439,1,0,0,0
11,2,2014-04-08,6181,959,1,0,0,0
32,2,2014-04-08,3636,485,1,0,0,0
45,2,2014-04-08,3804,334,1,0,0,0
52,2,2014-04-08,5702,413,1,0,0,0
57,2,2014-04-08,9525,955,1,0,0,0
71,2,2014-04-08,6282,595,1,0,0,0
87,2,2014-04-08,6649,861,1,0,0,0
89,2,2014-04-08,4952,576,1,0,0,0
97,2,2014-04-08,5154,619,1,0,0,0
102,2,2014-04-08,5187,842,1,0,0,0
110,2,2014-04-08,4231,570,1,0,0,0
114,2,2014-04-08,4308,498,1,0,0,0
129,2,2014-04-08,7656,943,1,0,0,0
193,2,2014-04-08,3852,624,1,0,0,0
209,2,2014-04-08,4208,483,1,0,0,0
211,2,2014-04-08,10592,1395,1,0,0,0
219,2,2014-04-08,2821,394,1,0,0,0
221,2,2014-04-08,4394,442,1,0,0,0
232,2,2014-04-08,2608,246,1,0,0,0
266,2,2014-04-08,4186,560,1,0,0,0
275,2,2014-04-08,5867,626,1,0,0,0
276,2,2014-04-08,3669,528,1,0,0,0
290,2,2014-04-08,6522,657,1,0,0,0
293,2,2014-04-08,5202,745,1,0,0,0
297,2,2014-04-08,6252,702,1,0,0,0
307,2,2014-04-08,2219,269,1,0,0,0
319,2,2014-04-08,5495,696,1,0,0,0
320,2,2014-04-08,12379,1904,1,0,0,0
324,2,2014-04-08,5535,807,1,0,0,0
333,2,2014-04-08,6916,1098,1,0,0,0
347,2,2014-04-08,4210,340,1,0,0,0
355,2,2014-04-08,7503,948,1,0,0,0
356,2,2014-04-08,4749,378,1,0,0,0
362,2,2014-04-08,8334,1012,1,0,0,0
366,2,2014-04-08,5235,570,1,0,0,0
368,2,2014-04-08,7038,589,1,0,0,0
372,2,2014-04-08,6645,626,1,0,0,0
381,2,2014-04-08,8531,1040,1,0,0,0
382,2,2014-04-08,5839,529,1,0,0,0
399,2,2014-04-08,3884,442,1,0,0,0
429,2,2014-04-08,3790,357,1,0,0,0
436,2,2014-04-08,3990,513,1,0,0,0
452,2,2014-04-08,3580,389,1,0,0,0
468,2,2014-04-08,4783,615,1,0,0,0
478,2,2014-04-08,6403,673,1,0,0,0
495,2,2014-04-08,3575,325,1,0,0,0
526,2,2014-04-08,10386,1734,1,0,0,0
529,2,2014-04-08,5517,613,1,0,0,0
530,2,2014-04-08,3281,556,1,0,0,0
540,2,2014-04-08,4389,325,1,0,0,0
546,2,2014-04-08,12342,1560,1,0,0,0
582,2,2014-04-08,5081,700,1,0,0,0
594,2,2014-04-08,4072,468,1,0,0,0
595,2,2014-04-08,11447,1503,1,0,0,0
597,2,2014-04-08,4772,703,1,0,0,0
602,2,2014-04-08,5911,602,1,0,0,0
622,2,2014-04-08,3398,388,1,0,0,0
662,2,2014-04-08,4815,529,1,0,0,1
678,2,2014-04-08,5162,694,1,0,0,0
701,2,2014-04-08,4705,555,1,0,0,0
728,2,2014-04-08,4185,403,1,0,0,0
742,2,2014-04-08,5592,681,1,0,0,0
756,2,2014-04-08,11560,1770,1,0,0,0
766,2,2014-04-08,4712,475,1,0,0,0
782,2,2014-04-08,5028,469,1,0,0,0
783,2,2014-04-08,5615,600,1,0,0,0
793,2,2014-04-08,3229,333,1,0,0,0
799,2,2014-04-08,8856,811,1,0,0,0
811,2,2014-04-08,3513,641,1,0,0,0
812,2,2014-04-08,5040,743,1,0,0,0
815,2,2014-04-08,7099,751,1,0,0,0
823,2,2014-04-08,4697,523,1,0,0,0
825,2,2014-04-08,2960,382,1,0,0,0
831,2,2014-04-08,10031,1390,1,0,0,0
843,2,2014-04-08,7545,944,1,0,0,0
845,2,2014-04-08,2882,244,1,0,0,0
849,2,2014-04-08,6530,786,1,0,0,1
875,2,2014-04-08,3367,367,1,0,0,0
881,2,2014-04-08,3003,499,1,0,0,0
895,2,2014-04-08,7616,824,1,0,0,0
897,2,2014-04-08,2030,252,1,0,0,0
903,2,2014-04-08,9775,720,1,0,0,0
904,2,2014-04-08,5093,443,1,0,0,0
936,2,2014-04-08,5872,750,1,0,0,0
951,2,2014-04-08,5537,579,1,0,0,0
963,2,2014-04-08,9991,1051,1,0,0,0
973,2,2014-04-08,5818,763,1,0,0,0
983,2,2014-04-08,5667,855,1,0,0,0
984,2,2014-04-08,4240,571,1,0,0,0
988,2,2014-04-08,3823,654,1,0,0,0
993,2,2014-04-08,6015,651,1,0,0,0
1020,2,2014-04-08,7329,991,1,0,0,0
1029,2,2014-04-08,5555,882,1,0,0,0
1041,2,2014-04-08,4507,579,1,0,0,0
1046,2,2014-04-08,6194,526,1,0,0,0
1067,2,2014-04-08,4458,438,1,0,0,0
1070,2,2014-04-08,5497,767,1,0,0,1
1088,2,2014-04-08,4380,439,1,0,0,0
1097,2,2014-04-08,9341,2551,1,0,0,0
1109,2,2014-04-08,4166,383,1,0,0,0
11,1,2014-04-07,7404,1149,1,0,0,0
32,1,2014-04-07,3872,539,1,0,0,0
45,1,2014-04-07,3674,335,1,0,0,0
52,1,2014-04-07,5194,425,1,0,0,0
57,1,2014-04-07,8508,909,1,0,0,0
71,1,2014-04-07,7423,691,1,0,0,0
87,1,2014-04-07,6369,893,1,0,0,0
89,1,2014-04-07,5970,660,1,0,0,0
97,1,2014-04-07,5361,641,1,0,0,0
102,1,2014-04-07,6022,962,1,0,0,0
110,1,2014-04-07,3856,592,1,0,0,0
114,1,2014-04-07,3797,507,1,0,0,0
129,1,2014-04-07,7486,1061,1,0,0,0
193,1,2014-04-07,3906,686,1,0,0,0
209,1,2014-04-07,5080,584,1,0,0,0
211,1,2014-04-07,12571,1551,1,0,0,0
219,1,2014-04-07,3305,453,1,0,0,0
221,1,2014-04-07,4194,456,1,0,0,0
232,1,2014-04-07,2383,251,1,0,0,0
266,1,2014-04-07,3564,544,1,0,0,0
275,1,2014-04-07,7005,788,1,0,0,0
276,1,2014-04-07,4317,598,1,0,0,0
290,1,2014-04-07,6392,700,1,0,0,0
293,1,2014-04-07,5290,805,1,0,0,0
297,1,2014-04-07,6572,757,1,0,0,0
307,1,2014-04-07,1877,260,1,0,0,0
319,1,2014-04-07,7827,898,1,0,0,0
320,1,2014-04-07,13861,2071,1,0,0,0
324,1,2014-04-07,5345,744,1,0,0,0
333,1,2014-04-07,8710,1283,1,0,0,0
347,1,2014-04-07,3506,317,1,0,0,0
355,1,2014-04-07,7999,1090,1,0,0,0
356,1,2014-04-07,4827,410,1,0,0,0
362,1,2014-04-07,8264,1062,1,0,0,0
366,1,2014-04-07,5385,585,1,0,0,0
368,1,2014-04-07,7606,584,1,0,0,0
372,1,2014-04-07,6688,651,1,0,0,0
381,1,2014-04-07,9123,1117,1,0,0,0
382,1,2014-04-07,6730,576,1,0,0,0
399,1,2014-04-07,5169,552,1,0,0,0
429,1,2014-04-07,3909,363,1,0,0,0
436,1,2014-04-07,5126,616,1,0,0,0
452,1,2014-04-07,4329,450,1,0,0,0
468,1,2014-04-07,5216,630,1,0,0,0
478,1,2014-04-07,6503,743,1,0,0,0
495,1,2014-04-07,3662,328,1,0,0,0
526,1,2014-04-07,10501,1714,1,0,0,0
529,1,2014-04-07,6462,716,1,0,0,0
530,1,2014-04-07,3548,575,1,0,0,0
540,1,2014-04-07,4833,345,1,0,0,0
546,1,2014-04-07,13749,1736,1,0,0,0
582,1,2014-04-07,6301,850,1,0,0,0
594,1,2014-04-07,4227,523,1,0,0,0
595,1,2014-04-07,12499,1583,1,0,0,0
597,1,2014-04-07,4534,664,1,0,0,0
602,1,2014-04-07,5512,602,1,0,0,0
622,1,2014-04-07,3688,431,1,0,0,0
662,1,2014-04-07,6080,614,1,0,0,1
678,1,2014-04-07,6927,864,1,0,0,0
701,1,2014-04-07,5443,618,1,0,0,0
728,1,2014-04-07,4783,414,1,0,0,0
742,1,2014-04-07,7241,842,1,0,0,0
756,1,2014-04-07,14604,2226,1,0,0,0
766,1,2014-04-07,4808,450,1,0,0,0
782,1,2014-04-07,4775,515,1,0,0,0
783,1,2014-04-07,5914,643,1,0,0,0
793,1,2014-04-07,3482,382,1,0,0,0
799,1,2014-04-07,9483,933,1,0,0,0
811,1,2014-04-07,3834,699,1,0,0,0
812,1,2014-04-07,6154,812,1,0,0,0
815,1,2014-04-07,9140,964,1,0,0,0
823,1,2014-04-07,6046,666,1,0,0,0
825,1,2014-04-07,3744,497,1,0,0,0
831,1,2014-04-07,11840,1635,1,0,0,0
843,1,2014-04-07,7363,973,1,0,0,0
845,1,2014-04-07,3301,283,1,0,0,0
849,1,2014-04-07,7064,802,1,0,0,1
875,1,2014-04-07,3916,443,1,0,0,0
881,1,2014-04-07,3701,635,1,0,0,0
895,1,2014-04-07,9525,942,1,0,0,0
897,1,2014-04-07,1920,239,1,0,0,0
903,1,2014-04-07,9117,692,1,0,0,0
904,1,2014-04-07,4417,461,1,0,0,0
936,1,2014-04-07,6291,875,1,0,0,0
951,1,2014-04-07,6074,662,1,0,0,0
963,1,2014-04-07,9980,993,1,0,0,0
973,1,2014-04-07,5557,772,1,0,0,0
983,1,2014-04-07,6372,983,1,0,0,0
984,1,2014-04-07,4721,684,1,0,0,0
988,1,2014-04-07,4244,707,1,0,0,0
993,1,2014-04-07,5567,634,1,0,0,0
1020,1,2014-04-07,8825,1118,1,0,0,0
1029,1,2014-04-07,5686,879,1,0,0,0
1041,1,2014-04-07,4924,621,1,0,0,0
1046,1,2014-04-07,6916,608,1,0,0,0
1067,1,2014-04-07,4645,399,1,0,0,0
1070,1,2014-04-07,5149,744,1,0,0,1
1088,1,2014-04-07,4147,454,1,0,0,0
1097,1,2014-04-07,9157,2505,1,0,0,0
1109,1,2014-04-07,4034,445,1,0,0,0
11,7,2014-04-06,0,0,0,0,0,0
32,7,2014-04-06,0,0,0,0,0,0
45,7,2014-04-06,0,0,0,0,0,0
52,7,2014-04-06,0,0,0,0,0,0
57,7,2014-04-06,0,0,0,0,0,0
71,7,2014-04-06,0,0,0,0,0,0
87,7,2014-04-06,0,0,0,0,0,0
89,7,2014-04-06,0,0,0,0,0,0
97,7,2014-04-06,0,0,0,0,0,0
102,7,2014-04-06,0,0,0,0,0,0
110,7,2014-04-06,0,0,0,0,0,0
114,7,2014-04-06,0,0,0,0,0,0
129,7,2014-04-06,0,0,0,0,0,0
193,7,2014-04-06,0,0,0,0,0,0
209,7,2014-04-06,1512,158,1,0,0,0
211,7,2014-04-06,0,0,0,0,0,0
219,7,2014-04-06,0,0,0,0,0,0
221,7,2014-04-06,0,0,0,0,0,0
232,7,2014-04-06,0,0,0,0,0,0
266,7,2014-04-06,0,0,0,0,0,0
275,7,2014-04-06,0,0,0,0,0,0
276,7,2014-04-06,0,0,0,0,0,0
290,7,2014-04-06,0,0,0,0,0,0
293,7,2014-04-06,0,0,0,0,0,0
297,7,2014-04-06,0,0,0,0,0,0
307,7,2014-04-06,0,0,0,0,0,0
319,7,2014-04-06,0,0,0,0,0,0
320,7,2014-04-06,0,0,0,0,0,0
324,7,2014-04-06,0,0,0,0,0,0
333,7,2014-04-06,0,0,0,0,0,0
347,7,2014-04-06,0,0,0,0,0,0
355,7,2014-04-06,0,0,0,0,0,0
356,7,2014-04-06,0,0,0,0,0,0
362,7,2014-04-06,0,0,0,0,0,0
366,7,2014-04-06,0,0,0,0,0,0
368,7,2014-04-06,0,0,0,0,0,0
372,7,2014-04-06,0,0,0,0,0,0
381,7,2014-04-06,0,0,0,0,0,0
382,7,2014-04-06,0,0,0,0,0,0
399,7,2014-04-06,0,0,0,0,0,0
429,7,2014-04-06,0,0,0,0,0,0
436,7,2014-04-06,0,0,0,0,0,0
452,7,2014-04-06,0,0,0,0,0,0
468,7,2014-04-06,0,0,0,0,0,0
478,7,2014-04-06,0,0,0,0,0,0
495,7,2014-04-06,0,0,0,0,0,0
526,7,2014-04-06,0,0,0,0,0,0
529,7,2014-04-06,0,0,0,0,0,0
530,7,2014-04-06,2389,399,1,0,0,0
540,7,2014-04-06,0,0,0,0,0,0
546,7,2014-04-06,0,0,0,0,0,0
582,7,2014-04-06,0,0,0,0,0,0
594,7,2014-04-06,0,0,0,0,0,0
595,7,2014-04-06,0,0,0,0,0,0
597,7,2014-04-06,0,0,0,0,0,0
602,7,2014-04-06,0,0,0,0,0,0
622,7,2014-04-06,0,0,0,0,0,0
662,7,2014-04-06,0,0,0,0,0,1
678,7,2014-04-06,0,0,0,0,0,0
701,7,2014-04-06,0,0,0,0,0,0
728,7,2014-04-06,0,0,0,0,0,0
742,7,2014-04-06,0,0,0,0,0,0
756,7,2014-04-06,0,0,0,0,0,0
766,7,2014-04-06,0,0,0,0,0,0
782,7,2014-04-06,0,0,0,0,0,0
783,7,2014-04-06,0,0,0,0,0,0
793,7,2014-04-06,0,0,0,0,0,0
799,7,2014-04-06,0,0,0,0,0,0
811,7,2014-04-06,0,0,0,0,0,0
812,7,2014-04-06,0,0,0,0,0,0
815,7,2014-04-06,0,0,0,0,0,0
823,7,2014-04-06,0,0,0,0,0,0
825,7,2014-04-06,0,0,0,0,0,0
831,7,2014-04-06,0,0,0,0,0,0
843,7,2014-04-06,0,0,0,0,0,0
845,7,2014-04-06,0,0,0,0,0,0
849,7,2014-04-06,0,0,0,0,0,1
875,7,2014-04-06,0,0,0,0,0,0
881,7,2014-04-06,0,0,0,0,0,0
895,7,2014-04-06,0,0,0,0,0,0
897,7,2014-04-06,0,0,0,0,0,0
903,7,2014-04-06,0,0,0,0,0,0
904,7,2014-04-06,0,0,0,0,0,0
936,7,2014-04-06,0,0,0,0,0,0
951,7,2014-04-06,0,0,0,0,0,0
963,7,2014-04-06,0,0,0,0,0,0
973,7,2014-04-06,0,0,0,0,0,0
983,7,2014-04-06,0,0,0,0,0,0
984,7,2014-04-06,0,0,0,0,0,0
988,7,2014-04-06,0,0,0,0,0,0
993,7,2014-04-06,0,0,0,0,0,0
1020,7,2014-04-06,0,0,0,0,0,0
1029,7,2014-04-06,0,0,0,0,0,0
1041,7,2014-04-06,0,0,0,0,0,0
1046,7,2014-04-06,0,0,0,0,0,0
1067,7,2014-04-06,0,0,0,0,0,0
1070,7,2014-04-06,0,0,0,0,0,1
1088,7,2014-04-06,0,0,0,0,0,0
1097,7,2014-04-06,12609,2741,1,0,0,0
1109,7,2014-04-06,0,0,0,0,0,0
11,6,2014-04-05,6312,829,1,0,0,0
32,6,2014-04-05,2549,308,1,0,0,0
45,6,2014-04-05,4982,432,1,0,0,0
52,6,2014-04-05,8096,577,1,0,0,0
57,6,2014-04-05,7579,773,1,0,0,0
71,6,2014-04-05,7096,580,1,0,0,0
87,6,2014-04-05,3060,380,1,0,0,0
89,6,2014-04-05,4674,475,1,0,0,0
97,6,2014-04-05,4056,434,1,0,0,0
102,6,2014-04-05,6601,1046,1,0,0,0
110,6,2014-04-05,2344,277,1,0,0,0
114,6,2014-04-05,5006,637,1,0,0,0
129,6,2014-04-05,8139,1058,1,0,0,0
193,6,2014-04-05,4237,667,1,0,0,0
209,6,2014-04-05,5192,538,1,0,0,0
211,6,2014-04-05,9362,1106,1,0,0,0
219,6,2014-04-05,2054,252,1,0,0,0
221,6,2014-04-05,4937,507,1,0,0,0
232,6,2014-04-05,2635,265,1,0,0,0
266,6,2014-04-05,1655,213,1,0,0,0
275,6,2014-04-05,6902,816,1,0,0,0
276,6,2014-04-05,2105,282,1,0,0,0
290,6,2014-04-05,4590,439,1,0,0,0
293,6,2014-04-05,5507,657,1,0,0,0
297,6,2014-04-05,5377,531,1,0,0,0
307,6,2014-04-05,1119,145,1,0,0,0
319,6,2014-04-05,5576,624,1,0,0,0
320,6,2014-04-05,11866,1700,1,0,0,0
324,6,2014-04-05,1892,277,1,0,0,0
333,6,2014-04-05,7963,1034,1,0,0,0
347,6,2014-04-05,5164,440,1,0,0,0
355,6,2014-04-05,5650,685,1,0,0,0
356,6,2014-04-05,6278,489,1,0,0,0
362,6,2014-04-05,8477,1072,1,0,0,0
366,6,2014-04-05,2644,295,1,0,0,0
368,6,2014-04-05,8523,696,1,0,0,0
372,6,2014-04-05,8224,700,1,0,0,0
381,6,2014-04-05,4897,512,1,0,0,0
382,6,2014-04-05,5558,522,1,0,0,0
399,6,2014-04-05,4747,532,1,0,0,0
429,6,2014-04-05,5198,412,1,0,0,0
436,6,2014-04-05,3570,414,1,0,0,0
452,6,2014-04-05,3219,303,1,0,0,0
468,6,2014-04-05,10360,1268,1,0,0,0
478,6,2014-04-05,4907,516,1,0,0,0
495,6,2014-04-05,5004,384,1,0,0,0
526,6,2014-04-05,8309,1193,1,0,0,0
529,6,2014-04-05,6714,710,1,0,0,0
530,6,2014-04-05,4570,694,1,0,0,0
540,6,2014-04-05,6403,447,1,0,0,0
546,6,2014-04-05,12819,1418,1,0,0,0
582,6,2014-04-05,5325,704,1,0,0,0
594,6,2014-04-05,2241,249,1,0,0,0
595,6,2014-04-05,15194,1806,1,0,0,0
597,6,2014-04-05,4909,667,1,0,0,0
602,6,2014-04-05,4793,475,1,0,0,0
622,6,2014-04-05,2549,265,1,0,0,0
662,6,2014-04-05,6720,681,1,0,0,1
678,6,2014-04-05,6088,731,1,0,0,0
701,6,2014-04-05,5389,603,1,0,0,0
